source,target,weight
Cu,Bi1Sr1Ca1Cu2O,2
Cu,La1.8Sr0.2Cu1O4,1
Cu,Y1.2Ba0.8Cu1O4,1
Cu,Gd1Ba2Cu2.82Fe0.18O9,2.82
Cu,Y1.2Ba0.8Cu1O4,1
Cu,Er1Ba2Cu3O7,3
Cu,Er0.75Yb0.25Ba2Cu3O7,3
Cu,Er0.62Yb0.38Ba2Cu3O7,3
Cu,Er0.5Yb0.5Ba2Cu3O7,3
Cu,Er0.37Yb0.63Ba2Cu3O7,3
Cu,Er0.25Yb0.75Ba2Cu3O7,3
Cu,Yb1Ba2Cu3O7,3
Cu,Y1Ba2Cu2.9Fe0.1O,2.9
Cu,Y1Ba2Cu2.8Fe0.2O,2.8
Cu,Y1Ba2Cu2.7Fe0.3O,2.7
Cu,Y1Ba2Cu2.6Fe0.4O,2.6
Cu,Y1Ba2Cu2.9Ni0.1O,2.9
Cu,Y1Ba2Cu2.8Ni0.2O,2.8
Cu,Y1Ba2Cu2.9Co0.1O,2.9
Cu,Y1Ba2Cu2.7Co0.3O,2.7
Cu,Y1Ba2Cu2.6Co0.4O,2.6
Cu,Y1Ba2Cu2.9Zn0.1O,2.9
Cu,Y1Ba2Cu2.8Zn0.2O,2.8
Cu,Dy1Ba2Cu3O,3
Cu,Y1Ba2Cu3O,3
Cu,Y1Ba2Cu3O,3
Cu,La1.85Sr0.15Cu1O4,1
Cu,Y1Ba2Cu2.94Ga0.06O7,2.94
Cu,Y1Ba2Cu2.85Ga0.15O7,2.85
Cu,Y1Ba2Cu2.7Ga0.3O7,2.7
Cu,Y1Ba2Cu3O6.98,3
Cu,Y1Ba2Cu2.88Fe0.12O7,2.88
Cu,Gd1Ba2Cu3O7,3
Cu,Eu1Ba2Cu3O7,3
Cu,Nd1Ba2Cu3O,3
Cu,Nd1.2Ba1.8Cu3O,3
Cu,Nd1.08Ba1.92Cu3O,3
Cu,Nd1.32Ba1.68Cu3O,3
Cu,Y1Ba2Cu2.97Mo0.03O,2.97
Cu,Y1Ba2Cu2.94Mo0.06O,2.94
Cu,Y1Ba2Cu2.895Mo0.105O,2.895
Cu,Y1Ba2Cu2.85Mo0.15O,2.85
Cu,Y1Ba2Cu2.97Zn0.03O,2.97
Cu,Y1Ba2Cu2.94Zn0.06O,2.94
Cu,Y1Ba2Cu2.895Zn0.105O,2.895
Cu,Y1Ba2Cu2.85Zn0.15O,2.85
Cu,Y1Ba2Cu2.97Al0.03O,2.97
Cu,Y1Ba2Cu2.94Al0.06O,2.94
Cu,Y1Ba2Cu2.885Al0.105O,2.885
Cu,Y1Ba2Cu2.85Al0.15O,2.85
Cu,Y1Ba1.95La0.05Cu3O,3
Cu,Y1Ba1.85La0.15Cu3O,3
Cu,Y1Ba1.75La0.25Cu3O,3
Cu,Y1Ba1.65La0.35Cu3O,3
Cu,Y1Ba2Cu3O7,3
Cu,Nd1Ba2Cu3O7,3
Cu,Sm1Ba2Cu3O7,3
Cu,Eu1Ba2Cu3O7,3
Cu,Gd1Ba2Cu3O7,3
Cu,Dy1Ba2Cu3O7,3
Cu,Ho1Ba2Cu3O7,3
Cu,Er1Ba2Cu3O7,3
Cu,Tm1Ba2Cu3O7,3
Cu,Yb1Ba2Cu3O7,3
Cu,Y1Ba2Cu3HO7,3
Cu,Y1Ba2Cu3HO7,3
Cu,Gd1Ba2Cu3O7,3
Cu,Dy1Ba2Cu3O7,3
Cu,Sm1Ba2Cu3O7,3
Cu,Ho1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O7,3
Cu,Nd1Ba2Cu3O7,3
Cu,Nd1Ba2Cu3S1O6,3
Cu,Nd1Ba2Cu3S1O5,3
Cu,Eu1Ba2Cu3S1O6,3
Cu,Gd1Ba2Cu3O7,3
Cu,Gd1Ba2Cu3S1O6,3
Cu,Y1Ba2Cu3O6.89,3
Cu,Y1Ba2Cu3S0.03O7.12,3
Cu,Y1Ba2Cu3S0.06O7.23,3
Cu,Y1Ba2Cu3S0.12O7.28,3
Cu,Y1Ba2Cu3O,3
Cu,Y1Ba2Cu2.975Zn0.025O,2.975
Cu,Y1Ba2Cu2.95Zn0.05O,2.95
Cu,Y1Ba2Cu2.925Zn0.075O,2.925
Cu,Y1Ba2Cu2.9Zn0.1O,2.9
Cu,Y1Ba2Cu2.85Zn0.15O,2.85
Cu,Y1Ba2Cu2.8Zn0.2O,2.8
Cu,Y1Ba2Cu2.7Zn0.3O,2.7
Cu,Gd1Ba2Cu3O6.9,3
Cu,Gd1Ba2Cu2.7Fe0.3O6.9,2.7
Cu,Gd1Ba2Cu2.7Co0.3O6.9,2.7
Cu,Y1Ba2Cu3O6.9,3
Cu,Bi2.2Sr2Ca0.8Cu2O8,2
Cu,Y1Ba2Cu2.5Ni0.5O7,2.5
Cu,La2.8Ba3.2Cu6O14.07,6
Cu,La2.6Ba3.4Cu6O14.06,6
Cu,La2.4Ba3.6Cu6O14.01,6
Cu,La2.2Ba3.8Cu6O13.86,6
Cu,La2Ba4Cu6O13.8,6
Cu,Y1La2Ba3Cu6O14.53,6
Cu,Y1La1.8Ba3.2Cu6O14.49,6
Cu,Y1La1.6Ba3.4Cu6O14.38,6
Cu,Y1La1.4Ba3.6Cu6O14.2,6
Cu,Y1La1.2Ba3.8Cu6O14.07,6
Cu,Y1La1Ba4Cu6O13.95,6
Cu,Y2La1Ba3Cu6O14.17,6
Cu,Y2La0.8Ba3.2Cu6O14.2,6
Cu,Y2La0.6Ba3.4Cu6O14.02,6
Cu,Y2La0.4Ba3.6Cu6O13.91,6
Cu,Y2La0.2Ba3.8Cu6O13.92,6
Cu,Y2La0.15Ba3.85Cu6O13.99,6
Cu,Y2La0.1Ba3.9Cu6O13.94,6
Cu,Y2Ba4Cu6O13.9,6
Cu,Y1Ba2Cu3O6.94,3
Cu,Y1Ba1.975La0.025Cu3O6.95,3
Cu,Y1Ba1.95La0.05Cu3O6.9,3
Cu,Y1Ba1.925La0.075Cu3O6.9,3
Cu,Y1Ba1.9La0.1Cu3O6.9,3
Cu,Y1Ba1.8La0.2Cu3O6.95,3
Cu,Y1Ba1.7La0.3Cu3O7,3
Cu,Y1Ba1.6La0.4Cu3O7.05,3
Cu,Y1Ba1.5La0.5Cu3O7.08,3
Cu,Gd1Ba2Cu3O,3
Cu,Gd1Ba2Cu2.925Fe0.075O,2.925
Cu,Gd1Ba2Cu2.85Fe0.15O,2.85
Cu,Gd1Ba2Cu2.775Fe0.225O,2.775
Cu,Gd1Ba2Cu2.7Fe0.3O,2.7
Cu,Y1Ba2Cu3O,3
Cu,Y1Ba2Cu3O,3
Cu,La1Ba2Cu3O,3
Cu,La1Ba1.75Ca0.25Cu3O,3
Cu,La1Ba1.25Ca0.75Cu3O,3
Cu,La1Ba1Ca1Cu3O,3
Cu,La1Ba0.5Ca1.5Cu3O,3
Cu,Y1Ba2Cu2.8Co0.2O7.04,2.8
Cu,Bi2Sr2Ca2Cu3O,3
Cu,Bi2Sr2Ca1Cu2O,2
Cu,Y1Ba2Cu2.97Co0.03O6.96,2.97
Cu,Y1Ba2Cu2.925Co0.075O6.97,2.925
Cu,Y1Ba2Cu2.85Co0.15O7.03,2.85
Cu,Y1Ba2Cu2.775Co0.225O6.99,2.775
Cu,Y1Ba2Cu2.7Co0.3O7.11,2.7
Cu,Y1Ba2Cu2.94Ni0.06O7.01,2.94
Cu,Y1Ba2Cu2.85Ni0.15O6.84,2.85
Cu,Y1Ba2Cu2.7Ni0.3O6.88,2.7
Cu,Y1Ba2Cu2.4Ni0.6O6.94,2.4
Cu,La1.94Sr0.06Cu1O3.995,1
Cu,La1.92Sr0.08Cu1O3.994,1
Cu,La1.89Sr0.11Cu1O3.986,1
Cu,La1.855Sr0.145Cu1O4,1
Cu,La1.85Sr0.15Cu1O4,1
Cu,La1.815Sr0.185Cu1O3.964,1
Cu,La1.78Sr0.22Cu1O3.945,1
Cu,La1.75Sr0.25Cu1O3.921,1
Cu,La1.73Sr0.27Cu1O3.913,1
Cu,La1Ba2Cu2.9O6.8,2.9
Cu,La1.2Ba1.8Cu3O6.98,3
Cu,Y0.875Lu0.125Ba2Cu3O,3
Cu,Y0.75Lu0.25Ba2Cu3O,3
Cu,Y0.625Lu0.375Ba2Cu3O,3
Cu,Y0.5Lu0.5Ba2Cu3O,3
Cu,Y0.375Lu0.625Ba2Cu3O,3
Cu,Y0.25Lu0.75Ba2Cu3O,3
Cu,Y0.125Lu0.875Ba2Cu3O,3
Cu,La1.9Ba0.1Cu1O4,1
Cu,La1.785Ba0.215Cu1O,1
Cu,La1.9Sr0.1Cu1O3.98,1
Cu,La1.875Sr0.125Cu1O,1
Cu,La1.85Sr0.15Cu1O3.98,1
Cu,La1.825Sr0.175Cu1O,1
Cu,La1.8Sr0.2Cu1O3.99,1
Cu,La1.75Sr0.25Cu1O,1
Cu,La1.9Ca0.1Cu1O3.967,1
Cu,La1.85Ca0.15Cu1O3.942,1
Cu,La1.8Ca0.2Cu1O3.917,1
Cu,Y1Ba2Cu3O6.94,3
Cu,Y1Ba2Cu3O6.89,3
Cu,Y1Ba2Cu3O6.84,3
Cu,Y1Ba2Cu3O6.83,3
Cu,Y1Ba2Cu3O6.75,3
Cu,Y1Ba2Cu3O6.7,3
Cu,Y1Ba2Cu3O6.4,3
Cu,Y1Ba2Cu2.955Fe0.045O6.89,2.955
Cu,Y1Ba2Cu2.9Fe0.1O6.92,2.9
Cu,Y1Ba2Cu2.52Al0.48O6.74,2.52
Cu,Y1Ba2Cu2.05Al0.95O6.7,2.05
Cu,Y1Ba2Cu2.095Al0.095O6.81,2.095
Cu,Y1Ba2Cu2.98Zr0.02O6.84,2.98
Cu,Y1Ba2Cu2.94Zr0.06O6.81,2.94
Cu,Y1Ba2Cu2.98Zr0.2O6.75,2.98
Cu,Eu1Ba2Cu3O6.76,3
Cu,Eu1Ba2Cu3O6.88,3
Cu,Y1Ba2Cu2.98Fe0.02O6.93,2.98
Cu,Y1Ba2Cu2.994Zn0.006O6.63,2.994
Cu,Sr0.25La1.75Cu1O4,1
Cu,Sm0.4Ba0.6Cu1O,1
Cu,Eu0.1La1.7Sr0.2Cu1O4,1
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba1.48Sr0.52Cu3O7,3
Cu,Y1Ba1.48Sr0.52Cu3O7,3
Cu,Eu1Ba2Cu3O,3
Cu,Sm1Ba2Cu3O6.85,3
Cu,Sm1.05Ba1.95Cu3O6.87,3
Cu,Sm1.15Ba1.85Cu3O6.95,3
Cu,Sm1.2Ba1.8Cu3O7.01,3
Cu,Sm1.28Ba1.72Cu3O7.03,3
Cu,Sm1.35Ba1.65Cu3O7.07,3
Cu,Nd1.32Ce0.27Sr0.41Cu1O,1
Cu,Y1Ba2Cu3O6.75,3
Cu,Y1Ba2Cu3O6.72,3
Cu,Y1Ba2Cu3O6.62,3
Cu,Er1Ba2Cu3O7,3
Cu,Bi2Ca1Sr2Cu2O8,2
Cu,La2Cu1O4.13,1
Cu,La1.9Sr0.1Cu1O4,1
Cu,La1.75Sr0.25Cu1O4,1
Cu,Bi2Sr2Ca1Cu2O,2
Cu,Bi2Sr2Ca2Cu3O,3
Cu,Tl2Ca1Ba2Cu2O,2
Cu,Y1Ba2Cu3O6.8,3
Cu,Y1Ba2Cu3O,3
Cu,Y1Ba2Cu3O7,3
Cu,Bi2.2Ca1Sr1.9Cu2O8,2
Cu,Bi2Sr1.3Ca0.7Cu1O6.15,1
Cu,Bi0.8Pb0.2Sb0.05Sr1Ca1Cu2O,2
Cu,Bi0.8Pb0.2Sr1Ca1Cu2O,2
Cu,Y1Ba2Cu2.82Fe0.18O,2.82
Cu,Y1Ba2Cu2.7Fe0.3O,2.7
Cu,Bi4.4Sr3.6Ca2Cu4O,4
Cu,Pb0.3Bi1.7Sr2Ca2Cu3O10,3
Cu,Y1Ba2Cu3O6.55,3
Cu,Y1Ba2Cu2.85Ag0.15O7,2.85
Cu,Y1Ba2Cu3O6.9,3
Cu,Y1Ba2Cu3O6.82,3
Cu,Y1Ba2Cu3O6.66,3
Cu,Y1Ba2Cu3O6.47,3
Cu,Y1Ba2Cu3O6.46,3
Cu,Tl1Sr2Ca0.5Sm0.5Cu2O6.75,2
Cu,Y1Ba2Cu4O8,4
Cu,Tl1Ba1.1La0.9Cu1O5,1
Cu,Tl1Ba1.2La0.8Cu1O5,1
Cu,Nd1.85Ce0.15Cu1O4,1
Cu,Y1Ba2Cu3O6.86,3
Cu,Y1Ba2Cu3O6.96,3
Cu,Tl2Ca2Ba2Cu3O,3
Cu,Y1Ba2Cu2.95Ni0.05O,2.95
Cu,Y1Ba2Cu2.9Ni0.1O,2.9
Cu,Y1Ba2Cu2.95Zn0.05O,2.95
Cu,Y1Ba2Cu2.9Zn0.1O,2.9
Cu,Nd1Ba2Cu3O,3
Cu,Nd1Ba2Cu2.95Ni0.05O,2.95
Cu,Nd1Ba2Cu2.9Ni0.1O,2.9
Cu,Nd1Ba2Cu2.95Zn0.05O,2.95
Cu,Nd1Ba2Cu2.9Zn0.1O,2.9
Cu,Gd1Ba2Cu3O,3
Cu,Gd1Ba2Cu2.95Ni0.05O,2.95
Cu,Gd1Ba2Cu2.9Ni0.1O,2.9
Cu,Gd1Ba2Cu2.95Zn0.05O,2.95
Cu,Gd1Ba2Cu2.9Zn0.1O,2.9
Cu,Dy1Ba2Cu3O,3
Cu,Dy1Ba2Cu2.95Ni0.05O,2.95
Cu,Dy1Ba2Cu2.9Ni0.1O,2.9
Cu,Dy1Ba2Cu2.95Zn0.05O,2.95
Cu,Dy1Ba2Cu2.9Zn0.1O,2.9
Cu,Er1Ba2Cu3O,3
Cu,Er1Ba2Cu2.95Ni0.05O,2.95
Cu,Er1Ba2Cu2.9Ni0.1O,2.9
Cu,Er1Ba2Cu2.95Zn0.05O,2.95
Cu,Er1Ba2Cu2.9Zn0.1O,2.9
Cu,Bi2Sr1.3Ca0.7Cu1O8,1
Cu,La1Ba1Ca1Cu3O6.98,3
Cu,Er1Ba2Cu3O6.15,3
Cu,Er1Ba2Cu3O6.34,3
Cu,Er1Ba2Cu3O6.31,3
Cu,Er1Ba2Cu3O6.67,3
Cu,Er1Ba2Cu3O6.91,3
Cu,La1.9Sr0.1Cu1O4,1
Cu,La1.85Sr0.15Cu1O4,1
Cu,La1.8Sr0.2Cu1O4,1
Cu,La1.7Sr0.3Cu1O4,1
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O6.962,3
Cu,Y1Ba2La1.94Cu3O6.963,3
Cu,Y1Ba1.92La0.08Cu3O6.965,3
Cu,Y1Ba1.9La0.1Cu3O6.975,3
Cu,Y1Ba1.86La0.14Cu3O6.98,3
Cu,Y1Ba1.8La0.2Cu3O7.013,3
Cu,Y1Ba1.76La0.24Cu3O7.024,3
Cu,Y1Ba1.7La0.3Cu3O7.059,3
Cu,Y1Ba1.66La0.34Cu3O7.073,3
Cu,Y1Ba1.6La0.4Cu3O7.083,3
Cu,Y1Ba1.54La0.46Cu3O7.118,3
Cu,Y1Ba2Cu2.95Co0.05O6.88,2.95
Cu,Y1Ba2Cu2.9Co0.1O6.89,2.9
Cu,Y1Ba2Cu2.7Co0.3O6.93,2.7
Cu,Y1Ba2Cu2.82Fe0.18O7,2.82
Cu,Y1Ba2Cu2.64Fe0.36O7,2.64
Cu,Bi2Ca1Sr2Cu2O8,2
Cu,Bi2Ca2Sr1Cu2O8,2
Cu,Bi2Ca1.5Y0.5Sr1Cu2O8,2
Cu,Tl2Ca2Ba2Cu3O,3
Cu,Tl2Ca1Ba2Cu2O,2
Cu,Nd1.85Ce0.15Cu1O4,1
Cu,Nd1.3Ce0.2Sr0.5Cu1O4,1
Cu,La2Cu1O4,1
Cu,Tb1Pb1Sr2Ca3Cu4O,4
Cu,Ho1Pb1Sr2Ca3Cu4O,4
Cu,Er1Pb1Sr2Ca3Cu4O,4
Cu,Tm1Pb1Sr2Ca3Cu4O,4
Cu,Yb1Pb1Sr2Ca3Cu4O,4
Cu,Lu1Pb1Sr2Ca3Cu4O,4
Cu,Y1Pb1Sr2Ca3Cu4O,4
Cu,La1Pb1Sr2Ca3Cu4O,4
Cu,Ce1Pb1Sr2Ca3Cu4O,4
Cu,Pr1Pb1Sr2Ca3Cu4O,4
Cu,Nd1Pb1Sr2Ca3Cu4O,4
Cu,Sm1Pb1Sr2Ca3Cu4O,4
Cu,Eu1Pb1Sr2Ca3Cu4O,4
Cu,Gd1Pb1Sr2Ca3Cu4O,4
Cu,Nd1.2Ce0.35Sr0.45Cu1O4,1
Cu,Nd1Ba2Cu3O7,3
Cu,Nd1.1Ba1.9Cu3O7,3
Cu,Nd1.2Ba1.8Cu3O7,3
Cu,Nd1.3Ba1.7Cu3O7,3
Cu,Y1Ba2Cu3O,3
Cu,Tl2Ba2Ca2Cu3O,3
Cu,Gd1Ba2Cu2.64Fe0.36O6.99,2.64
Cu,Gd1Ba2Cu3O6.99,3
Cu,Gd1Ba2Cu2.91Fe0.09O6.94,2.91
Cu,Gd1Ba2Cu2.82Fe0.18O6.91,2.82
Cu,Gd1Ba2Cu2.73Fe0.27O6.98,2.73
Cu,Sm1Ba2Cu3O7,3
Cu,Gd1Ba2Cu3O,3
Cu,Gd1Ba2Cu2.972Fe0.03O,2.972
Cu,Gd1Ba2Cu2.95Fe0.05O,2.95
Cu,Gd1Ba2Cu2.93Fe0.07O,2.93
Cu,Gd1Ba2Cu2.9Fe0.1O,2.9
Cu,Gd1Ba2Cu2.85Fe0.15O,2.85
Cu,Gd1Ba2Cu2.8Fe0.2O,2.8
Cu,Gd1Ba2Cu2.7Fe0.3O,2.7
Cu,Y1Ba2Cu3O6.96,3
Cu,La1.8Sr0.2Cu1O3.95,1
Cu,Bi2Sr2Ca1Cu2O8,2
Cu,Bi2Sr2Ca0.9Lu0.1Cu2O8,2
Cu,Bi2Sr2Ca0.8Lu0.2Cu2O8,2
Cu,Bi2Sr2Ca0.7Lu0.3Cu2O8,2
Cu,Bi2Sr2Ca0.6Lu0.4Cu2O8,2
Cu,Bi2Sr2Ca0.5Lu0.5Cu2O8,2
Cu,Bi2Sr2Ca0.9Na0.1Cu2O8,2
Cu,Bi2Sr2Ca0.8Na0.2Cu2O8,2
Cu,Bi2Sr2Ca0.7Na0.3Cu2O8,2
Cu,Bi2Sr2Ca1Cu2O8,2
Cu,Bi2Sr2Ca0.9Na0.1Cu2O8,2
Cu,Bi2Sr2Ca0.8Na0.2Cu2O8,2
Cu,Bi2Sr2Ca0.7Na0.3Cu2O8,2
Cu,Bi2Sr2Ca1Cu2O8,2
Cu,Bi2Sr2Ca0.9Na0.1Cu2O8,2
Cu,Bi2Sr2Ca0.8Na0.2Cu2O8,2
Cu,Bi2Sr2Ca0.7Na0.3Cu2O8,2
Cu,Y1Ba2Cu3O6.45,3
Cu,Y1Ba2Cu3O6.5,3
Cu,Y1Ba2Cu3O6.8,3
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O6.8,3
Cu,Y1Ba2Cu3O6.95,3
Cu,Bi1.84Pb0.34Sr1.91Ca2.03Cu3.06O,3.06
Cu,Bi0.7Pb0.3Sr1Ca1Cu1.8O6,1.8
Cu,Bi1Sr1Ca1Cu2O,2
Cu,Bi2Sr1.8La0.2Ca1Cu2O8,2
Cu,Bi2Sr1.6La0.4Ca1Cu2O8,2
Cu,Bi2Sr1.4La0.6Ca1Cu2O8,2
Cu,Bi2Sr1.8K0.2Ca1Cu2O8,2
Cu,Bi2Sr1.6K0.4Ca1Cu2O8,2
Cu,Bi2Sr1.8K0.2Ca1Cu2O8,2
Cu,Bi2Sr1.6K0.4Ca1Cu2O8,2
Cu,Bi2Sr1.8K0.2Ca1Cu2O8,2
Cu,Bi2Sr1.6K0.4Ca1Cu2O8,2
Cu,Y0.9Pr0.1Ba2Cu3O7,3
Cu,Y0.8Pr0.2Ba2Cu3O7,3
Cu,Y0.7Pr0.3Ba2Cu3O7,3
Cu,Y0.6Pr0.4Ba2Cu3O7,3
Cu,Y0.5Pr0.5Ba2Cu3O7,3
Cu,Er1Ba2Cu3O6.53,3
Cu,Er1Ba2Cu3O6.64,3
Cu,Er1Ba2Cu3O6.78,3
Cu,Er1Ba2Cu3O6.87,3
Cu,Er1Ba2Cu3O7,3
Cu,Bi2Sr2Ca0.9Y0.1Cu2O8,2
Cu,Bi2Sr2Ca1Cu2O8,2
Cu,Bi2Sr2Ca0.8Y0.2Cu2O8,2
Cu,Bi2Sr2Ca0.7Y0.3Cu2O8,2
Cu,Bi2Sr2Ca0.6Y0.4Cu2O8,2
Cu,Bi2Sr2Ca0.5Y0.5Cu2O8,2
Cu,Bi2Sr2Ca0.55Y0.45Cu2O8,2
Cu,Y1Ba2Cu3O6.96,3
Cu,Y0.9Pr0.1Ba2Cu3O6.91,3
Cu,Y0.8Pr0.2Ba2Cu3O6.91,3
Cu,Y0.7Pr0.3Ba2Cu3O6.88,3
Cu,Y0.65Pr0.35Ba2Cu3O7.01,3
Cu,Y0.6Pr0.4Ba2Cu3O6.9,3
Cu,Y0.55Pr0.45Ba2Cu3O7.01,3
Cu,Y1Ba2Cu3O7,3
Cu,Eu1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O7.1,3
Cu,La1.85Sr0.15Cu1O4,1
Cu,Bi2La0.5Ca1.5Cu2O,2
Cu,Bi2La0.3Ca2.7Cu2O,2
Cu,Bi2Pr0.5Ca1.5Cu2O,2
Cu,La1Ba2Cu2.9O6.82,2.9
Cu,La1Ba2Cu3O6.85,3
Cu,Y1Ba2Cu3O6.9,3
Cu,Y1Ba2Cu2.9Zn0.1O6.94,2.9
Cu,Y1Ba2Cu2.9Al0.1O7.1,2.9
Cu,Y1Ba2Cu2.9Sn0.1O7.28,2.9
Cu,Tl2Ba2Ca2Cu3O,3
Cu,La2Cu1O4,1
Cu,La1.88Ba0.12Cu1O4,1
Cu,La1.84Sr0.16Cu1O4,1
Cu,La1.84Sr0.16Cu0.987Ni0.013O4,0.987
Cu,La1.84Sr0.16Cu0.975Ni0.025O4,0.975
Cu,Bi4Ca3Sr3Cu4O16,4
Cu,Bi4Ca3Sr3Cu4O16,4
Cu,Bi4Ca3Sr3Cu4O16,4
Cu,Bi2Sr2Cu1O6,1
Cu,Bi2Sr2Ca1Cu2O8,2
Cu,Bi2Sr2Ca2Cu3O10,3
Cu,Bi2Sr2Ca1Cu2O,2
Cu,Eu1Ba2Cu3O7,3
Cu,Bi2.15Sr1.68Ca1.17Cu2O,2
Cu,Bi2.4Sr2Ca1.6Cu3O,3
Cu,Bi2.2Sr2Ca1.8Cu3O,3
Cu,Bi2Sr2Ca2Cu3O,3
Cu,Bi1.95Sr2Ca2Cu3O,3
Cu,Bi1.8Sr2Ca2Cu3O,3
Cu,Bi1.7Sr2Ca2Cu3Pb0.3O,3
Cu,Bi1.9Sr2Ca2Cu3Pb0.3O,3
Cu,Bi1.8Sr2Ca2Cu3Pb0.6O,3
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu2.97Al0.03O7,2.97
Cu,Y1Ba2Cu2.94Al0.06O7,2.94
Cu,Y1Ba2Cu2.88Al0.12O7,2.88
Cu,Y1Ba2Cu2.82Al0.18O7,2.82
Cu,Y1Ba2Cu2.76Al0.24O7,2.76
Cu,Y1Ba2Cu2.7Al0.3O7,2.7
Cu,Y1Ba2Cu2.97Fe0.03O7,2.97
Cu,Y1Ba2Cu2.949Fe0.051O7,2.949
Cu,Y1Ba2Cu2.901Fe0.099O7,2.901
Cu,Y1Ba2Cu2.799Fe0.201O7,2.799
Cu,Y1Ba2Cu3O7,3
Cu,Y0.33Ba0.67Cu3O,3
Cu,Y2Ba3Cu5O,5
Cu,Y1Ba2Cu3O7.1,3
Cu,Y1.1Ba2Cu3O,3
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu2.94Ga0.06O7,2.94
Cu,Y1Ba2Cu2.91Ga0.09O7,2.91
Cu,Y1Ba2Cu2.88Ga0.12O7,2.88
Cu,Y1Ba2Cu2.85Ga0.15O7,2.85
Cu,Y1Ba2Cu2.82Ga0.18O7,2.82
Cu,Y1Ba2Cu2.76Ga0.24O7,2.76
Cu,Y1Ba2Cu2.7Ga0.3O7,2.7
Cu,La1Ba2Cu3O7,3
Cu,Tl2Sr2Ca2Cu3O10,3
Cu,Tl2Sr1Ca2Cu3O9,3
Cu,Tl2.2Ca2Ba2.14Cu3.72O,3.72
Cu,Bi1.7Sr1.3Ca2Cu3O,3
Cu,Y1Ba2Cu3O6.94,3
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O6.78,3
Cu,Y1Ba2Cu3O6.76,3
Cu,Y1Ba2Cu3O6.72,3
Cu,Y1Ba2Cu3O6.6,3
Cu,Y1Ba2Cu3O6.53,3
Cu,Y1Ba2Cu3O6.51,3
Cu,Y1Ba2Cu3O6.3,3
Cu,Y1Ba2Cu2.73Fe0.27O7.1,2.73
Cu,La1.85Sr0.15Cu1O4,1
Cu,La1.85Sr0.15Cu0.995Zn0.005O4,0.995
Cu,La1.85Sr0.15Cu0.99Zn0.01O4,0.99
Cu,La1.85Sr0.15Cu0.985Zn0.015O4,0.985
Cu,La1.85Sr0.15Cu0.98Zn0.02O4,0.98
Cu,Y1Ba2Cu3O6.41,3
Cu,Y1Ba2Cu3O6.89,3
Cu,Y1Ba2Cu3O6.67,3
Cu,Y1Ba2Cu3O6.56,3
Cu,Y1Ba2Cu3O6.49,3
Cu,Y1Ba2Cu2.955Fe0.045O7,2.955
Cu,Y1Ba2Cu2.895Fe0.105O7,2.895
Cu,Y1Ba2Cu2.85Fe0.15O7,2.85
Cu,Y1Ba2Cu2.7Fe0.3O7,2.7
Cu,Y1Ba2Cu2.829Zn0.171O7,2.829
Cu,Y1Ba2Cu2.85Zn0.15O7,2.85
Cu,Y1Ba2Cu2.868Zn0.132O7,2.868
Cu,Y1Ba2Cu2.901Zn0.099O7,2.901
Cu,Y1Ba2Cu2.919Zn0.081O7,2.919
Cu,Y1Ba2Cu2.949Zn0.051O7,2.949
Cu,Y1Ba2Cu2.97Zn0.03O7,2.97
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu3S0.001O7,3
Cu,Y1Ba2Cu3S0.05O7,3
Cu,Y1Ba2Cu3Se0.05O7,3
Cu,Y1Ba2Cu3O6.9,3
Cu,Sm1Ba2Cu3O6.944,3
Cu,Sm1.2Ba1.8Cu3O6.965,3
Cu,Sm1.1Ba1.9Cu3O7,3
Cu,Sm1.35Ba1.65Cu3O7,3
Cu,Bi2Sr2Ca0.67Y0.33Cu2O8,2
Cu,Bi2Sr2Ca0.83Y0.17Cu2O8,2
Cu,Bi2Sr2Ca1Cu2O8,2
Cu,Bi2Sr2Ca0.5Y0.5Cu2O8,2
Cu,Bi1Pb0.1Sr1Ca1Cu2O,2
Cu,Bi1Pb0.2Sr1Ca1Cu2O,2
Cu,Bi1Pb0.3Sr1Ca1Cu2O,2
Cu,Bi1Pb0.4Sr1Ca1Cu2O,2
Cu,Bi0.8Pb0.1Sr0.8Ca1Cu1.4O,1.4
Cu,Bi0.8Pb0.2Sr0.8Ca1Cu1.4O,1.4
Cu,Bi0.8Pb0.3Sr0.8Ca1Cu1.4O,1.4
Cu,Bi0.8Pb0.4Sr0.8Ca1Cu1.4O,1.4
Cu,Y1Ba1.95Cs0.05Cu3O7,3
Cu,Bi2.2Sr1.8Ca1Cu2O,2
Cu,Y1Ba2Cu3O6.9,3
Cu,Y1Ba2Cu3O6.95,3
Cu,Y1Ba2Cu3O7,3
Cu,Eu1Ba2Cu3O,3
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O7,3
